,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
326,1,8000,300,Ground out of 1,2,Bansdroni,1,2,Bachelors,1
327,2,7000,650,Ground out of 2,2,Baruipur,1,1,Bachelors/Family,1
328,1,8000,600,1 out of 2,1,Garia,1,2,Bachelors/Family,1
329,1,3000,350,Ground out of 3,1,Belghoria,1,1,Bachelors/Family,1
330,1,3800,500,1 out of 3,2,Nalta,1,1,Bachelors,1
331,1,6500,400,1 out of 1,1,"Vivek Nagar, Garfa",1,1,Bachelors/Family,1
332,3,20000,1750,Ground out of 3,1,Kalindi,1,2,Bachelors/Family,3
333,3,30000,1600,3 out of 3,1,Ballygunge,1,1,Bachelors/Family,2
334,1,8000,300,Ground out of 2,2,Salt Lake City Sector 5,1,2,Bachelors/Family,1
335,2,14000,1100,1 out of 3,1,"Survey park, Santoshpur, kolkata",1,2,Bachelors/Family,2
336,2,7200,830,Ground out of 3,1,Sodepur,1,1,Bachelors/Family,1
337,2,7000,600,Ground out of 2,2,2 BHK,1,2,Bachelors/Family,2
338,1,7000,500,1 out of 2,1,Baranagar,1,1,Bachelors,2
339,2,7500,900,1 out of 2,2,Dum Dum Cantonment,1,1,Bachelors/Family,1
340,2,8500,1250,Ground out of 1,2,Barasat,1,1,Family,2
341,2,12000,700,Ground out of 2,2,Salt Lake City Sector 2,1,1,Bachelors,1
342,1,8500,850,Ground out of 1,2,Dakshineswar,1,1,Bachelors,2
343,2,9500,550,Ground out of 1,2,"Garia Station, Garia",1,1,Bachelors/Family,1
344,2,7500,550,Ground out of 1,2,"New Garia Metro, New Garia",1,2,Bachelors/Family,2
345,2,12000,1200,Ground out of 1,1,Hati Bagan - Bansdroni,1,1,Bachelors/Family,1
346,3,20000,1100,Ground out of 1,2,Salt Lake City Sector 2,1,1,Bachelors,2
347,2,8500,650,Ground out of 1,1,Howrah,1,2,Bachelors/Family,1
348,3,20000,1050,Ground out of 1,2,Salt Lake City Sector 2,1,1,Bachelors,2
349,2,6000,960,Ground out of 2,1,Dum Dum,1,2,Bachelors/Family,2
350,2,5500,650,1 out of 1,2,Joka,1,1,Bachelors/Family,2
351,1,7000,550,Ground out of 2,1,Kasba,1,2,Bachelors/Family,1
352,2,7000,500,Ground out of 1,1,Dum Dum Metro,1,2,Bachelors/Family,2
353,1,6500,450,3 out of 4,1,"Baishnabghata Patuli Township, Patuli",1,1,Family,1
354,2,10000,850,1 out of 2,1,Agarpara,1,1,Bachelors,2
355,1,5200,300,Ground out of 3,2,Dum Dum,1,1,Bachelors/Family,1
356,2,13000,1000,1 out of 2,2,"N.S.C Bose Road (Near Ushagate), New Alipore",1,2,Bachelors/Family,3
357,2,7000,500,1 out of 3,2,Garia,1,1,Bachelors/Family,1
358,2,12000,756,Ground out of 3,2,Dashadron Newtown Rajarhat,1,2,Bachelors/Family,1
359,1,15000,1000,2 out of 3,1,Barrackpore,1,1,Bachelors/Family,1
360,1,5000,150,1 out of 2,2,Anandapur,1,1,Bachelors/Family,1
361,1,8000,800,Ground out of 2,2,New town near ecopark .,1,1,Bachelors,1
362,2,8000,700,2 out of 3,1,"Gandhi Colony, Netaji Nagar",1,1,Bachelors,2
363,1,5000,420,3 out of 3,1,Em Bypass South East,1,1,Bachelors,1
364,2,10000,800,Ground out of 1,1,"Gandhi Colony, Netaji Nagar",1,1,Bachelors,1
365,2,12000,288,2 out of 3,2,Kasba,1,1,Bachelors,1
366,2,8000,900,Ground out of 1,1,"Teghoria, Baguiati",1,1,Bachelors/Family,2
367,2,21000,850,1 out of 1,2,Salt Lake City Sector 2,1,1,Bachelors,2
368,1,5000,350,1 out of 1,2,Thakurpukur,1,1,Bachelors,1
369,2,9000,600,Ground out of 2,1,Baghajatin,1,1,Bachelors/Family,1
370,2,8000,1600,Ground out of 2,2,Kalyani,1,2,Bachelors,1
371,2,7000,986,2 out of 3,2,Pranthik Society Library Road Bhadreswar,1,1,Bachelors,1
372,3,35000,1330,1 out of 3,2,Salt Lake City Sector 2,1,1,Bachelors,2
373,3,15000,1300,Ground out of 3,1,Lake Town,1,2,Bachelors/Family,2
374,2,6200,800,Ground out of 2,2,Kestopur,1,1,Bachelors,1
375,2,9900,800,1 out of 4,2,Bijoygarh,1,1,Bachelors/Family,1
376,2,7000,850,Ground out of 3,1,Baranagar,1,1,Bachelors,1
377,1,5000,322,1 out of 3,2,Dum Dum Metro,1,1,Bachelors/Family,1
378,2,6500,800,Ground out of 2,2,Agarpara,1,2,Bachelors/Family,1
379,4,40000,1500,Ground out of 2,2,Salt Lake City Sector 1,1,1,Bachelors,2
380,3,40000,3500,1 out of 2,1,Salt Lake City,1,2,Bachelors/Family,2
381,2,12000,957,1 out of 2,2,Dasnagar,1,2,Bachelors,2
382,1,6500,850,1 out of 3,2,Baksara,1,1,Bachelors,1
383,2,10000,900,Ground out of 2,2,Birati,1,1,Bachelors,2
384,2,15000,600,Ground out of 2,1,Agarpara,1,2,Bachelors/Family,1
385,1,5000,350,Ground out of 5,2,Agarpara,1,2,Bachelors/Family,1
386,2,7000,800,Ground out of 2,1,Thakurpukur,1,1,Bachelors/Family,1
387,2,6000,320,1 out of 2,2,"Baishnabghata Patuli, Patuli",1,1,Bachelors/Family,1
388,3,15000,800,Ground out of 4,2,Jyangra,1,1,Bachelors/Family,1
389,2,10000,700,1 out of 1,2,Baghajatin,1,2,Bachelors,2
390,2,22000,1200,1 out of 2,1,Salt Lake City Sector 1,1,2,Bachelors/Family,2
391,2,8500,750,1 out of 2,2,Ramchandrapur north,1,2,Bachelors/Family,1
392,3,35000,1200,Ground out of 3,1,Salt Lake City Sector 1,1,2,Bachelors/Family,3
393,2,7000,450,Ground out of 4,2,"Gandhi Colony, Netaji Nagar",1,1,Bachelors/Family,1
394,3,8500,1430,Ground out of 2,1,Baguihati,1,2,Bachelors/Family,1
395,2,6000,450,1 out of 3,1,Dum Dum Metro,1,1,Bachelors/Family,1
396,4,35000,800,Ground out of 1,1,Behala,1,2,Bachelors/Family,3
397,1,6000,400,1 out of 2,1,Thakurpukur,1,1,Bachelors/Family,1
398,2,8000,650,1 out of 2,1,"Garia Station, Garia",1,1,Bachelors/Family,1
399,1,5000,450,1 out of 2,2,"Fartabad, Garia",1,1,Bachelors/Family,1
400,2,6000,600,Ground out of 4,1,Belgharia,1,1,Bachelors/Family,1
401,3,15000,1200,1 out of 3,2,Lake Town,1,1,Family,2
402,2,9000,700,3 out of 3,2,Baguiati,1,1,Bachelors,1
403,1,5000,300,Ground out of 1,2,Barrackpore,1,1,Bachelors,1
404,3,8000,1200,1 out of 4,1,"Ramkrishna Pally, Kaikhali",1,1,Bachelors/Family,3
405,3,35000,1300,Ground out of 1,2,Salt Lake City Sector 2,1,1,Bachelors,2
406,1,5500,400,Ground out of 1,1,"Shyam Villa V, Dum Dum",1,1,Bachelors/Family,1
407,3,35000,1320,Ground out of 2,2,Salt Lake City Sector 1,1,1,Bachelors,2
408,2,11000,1000,Ground out of 1,1,"Anandapuri, Barrackpore",1,2,Bachelors/Family,2
409,2,10000,700,1 out of 2,2,"Sarat Ghosh Garden, Dhakuria",1,1,Bachelors,1
410,2,6500,800,Ground out of 2,2,locality,1,1,Bachelors/Family,2
411,2,6000,900,Ground out of 3,1,Baguiati,1,2,Bachelors/Family,1
412,3,36125,1700,Ground out of 2,1,Salt Lake City,1,1,Bachelors/Family,2
413,2,6800,600,Ground out of 2,2,Purba Putiary,1,1,Bachelors,1
414,2,8500,850,1 out of 2,2,Barasat,1,1,Family,2
415,2,5000,550,1 out of 3,2,Birati,1,1,Bachelors,1
416,1,6500,650,Ground out of 2,2,"Garia Station, Garia",1,2,Bachelors/Family,1
417,1,6500,800,Ground out of 1,2,Santragachi,1,1,Bachelors/Family,1
418,2,4500,475,Ground out of 2,1,Birati,1,1,Bachelors/Family,1
419,1,6000,200,Ground out of 1,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
420,1,10000,400,Ground out of 2,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
421,1,12000,500,Ground out of 2,1,"Madurdaha, Hussainpur",1,2,Bachelors/Family,1
422,2,12000,550,2 out of 3,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
423,2,12000,800,1 out of 2,1,Dum Dum,1,1,Bachelors/Family,1
424,2,9000,1000,2 out of 3,1,Airport Area Behala,1,2,Bachelors/Family,2
425,1,5000,400,Ground out of 5,2,Sonarpur,1,2,Bachelors,1
426,1,6000,300,1 out of 2,2,"Picnic Garden, E M Bypass",1,1,Bachelors/Family,1
427,2,5500,450,1 out of 1,2,Bisharpara,1,1,Bachelors/Family,1
428,2,5500,450,1 out of 2,2,Bisharpara,1,1,Bachelors/Family,1
429,2,8500,1100,Ground out of 1,2,Nayabad,1,1,Bachelors/Family,2
430,1,5000,450,2 out of 2,1,"Ananda Pally, Jadavpur",1,1,Bachelors/Family,1
431,2,23000,1100,Ground out of 2,2,Salt Lake City Sector 2,1,1,Bachelors,2
432,2,5500,650,2 out of 2,2,Behala,1,1,Bachelors/Family,1
433,2,8500,780,Ground out of 2,2,Airport Area,1,1,Bachelors,1
434,3,22000,1100,Ground out of 2,1,Salt Lake City Sector 2,1,2,Bachelors/Family,2
435,1,5500,800,2 out of 3,1,Barrackpore,1,1,Bachelors/Family,1
436,1,7000,500,Ground out of 2,1,Ranikuthi Telephone Exchange,1,2,Bachelors/Family,2
437,1,5000,400,3 out of 5,2,Hooghly-Chinsurah,1,1,Bachelors,1
438,1,5000,450,1 out of 1,2,"Bansdroni Mauza, Krishnanagar",1,1,Bachelors/Family,1
439,2,6500,550,Ground out of 1,1,Kaikhali,1,1,Bachelors/Family,1
440,2,8000,600,1 out of 2,2,700051,1,1,Bachelors/Family,1
441,1,5500,200,1 out of 3,1,Jodhpur Park,1,1,Bachelors/Family,1
442,2,6000,500,1 out of 2,2,Purba Sinthi Area,1,2,Bachelors/Family,1
443,1,5500,450,Ground out of 3,2,Kadam Tala,1,1,Bachelors,1
444,2,10000,1050,Ground out of 1,1,Baidyabati,1,1,Bachelors/Family,2
445,3,10000,1000,2 out of 5,2,Bansdroni,1,1,Bachelors,2
446,2,10000,1200,Ground out of 3,1,Sodepur,1,2,Bachelors/Family,2
447,3,12000,1100,1 out of 1,1,Jagacha,1,2,Family,2
448,1,5200,220,Ground out of 2,1,New Town,1,1,Bachelors/Family,1
449,1,4000,350,1 out of 1,1,Behala,1,1,Bachelors/Family,1
450,3,30000,1100,Ground out of 3,2,FC Block,1,1,Bachelors,1
451,2,5146,800,Ground out of 2,1,Sodepur,1,1,Bachelors/Family,1
452,2,12000,950,Ground out of 2,1,"Satgachi, South Dum Dum",1,1,Bachelors/Family,1
453,3,7000,1200,Ground out of 3,1,Hooghly-Chinsurah,1,1,Bachelors/Family,1
454,2,8500,700,Ground out of 2,1,Behala,1,2,Bachelors/Family,1
455,1,7000,500,1 out of 3,1,"AH Block, Salt Lake",1,1,Bachelors/Family,1
456,2,9500,570,Ground out of 3,1,"Dhakuria -South East, Dhakuria",1,1,Bachelors/Family,1
457,2,8000,650,2 out of 3,1,Baghajatin,1,1,Bachelors/Family,1
458,3,15000,1200,1 out of 2,1,Tollygunge,1,1,Bachelors/Family,3
459,2,12500,1250,1 out of 2,1,Rajarhat,1,2,Bachelors/Family,2
460,3,34000,120,2 out of 5,1,CA 150 sector 1 saltlake,1,2,Bachelors/Family,2
461,3,14000,950,1 out of 2,2,Kaikhali,1,2,Bachelors/Family,2
462,1,9500,600,1 out of 2,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
463,2,7000,750,2 out of 2,1,Baughati,1,1,Bachelors/Family,1
464,3,20000,1200,3 out of 3,1,Bansdroni,1,1,Bachelors/Family,2
465,1,6500,400,Ground out of 2,2,Salt Lake City Sector 5,1,2,Bachelors/Family,1
466,1,7500,600,Ground out of 2,2,Garfa,1,2,Bachelors/Family,1
467,2,6500,700,Ground out of 2,1,Dum Dum,1,1,Bachelors/Family,1
468,2,9500,850,Ground out of 3,1,Baguiati,1,2,Bachelors/Family,1
469,1,1800,500,Ground out of 1,1,Shyam Bazar,1,2,Bachelors/Family,1
470,2,7500,650,Ground out of 2,2,Baghajatin,1,1,Bachelors/Family,1
471,2,10000,800,Ground out of 3,1,Bansdroni,1,2,Bachelors/Family,2
472,3,15000,830,3 out of 4,1,Dum Dum,1,1,Bachelors/Family,2
473,2,7000,600,Ground out of 2,1,Keshtopur,1,1,Bachelors,1
474,2,6000,800,1 out of 2,1,"Chandannagar, Hooghly-Chinsurah",1,1,Bachelors/Family,1
475,2,14000,1200,Ground out of 1,1,"Sakuntala Park, Behala",1,2,Family,2
476,2,22000,1000,Ground out of 2,1,Jheel Road,1,2,Bachelors/Family,2
477,2,18000,750,Ground out of 2,2,Salt Lake City Sector 1,1,1,Bachelors/Family,2
478,2,10000,800,Ground out of 3,2,Garia,1,1,Bachelors,2
479,2,6000,1200,Ground out of 3,1,Madhyam Gram,1,1,Bachelors/Family,2
480,2,10000,750,4 out of 4,2,"Kumarpara, Narendrapur",1,1,Bachelors/Family,1
481,3,10000,1500,11 out of 19,1,Santoshpur,1,2,Bachelors/Family,2
482,1,5000,300,1 out of 3,1,"Noapara, Addarsha Pally",1,1,Bachelors/Family,1
483,3,10000,800,Ground out of 2,2,"Arobindo Pally, Paschim Putiary",1,1,Bachelors,1
484,2,7000,450,Ground out of 2,1,Dum Dum,1,1,Bachelors/Family,2
485,4,10000,1200,5 out of 10,1,Naihati,1,2,Bachelors/Family,2
486,2,6000,500,11 out of 14,1,Howrah,1,2,Bachelors/Family,2
487,2,18000,900,Ground out of 1,2,Garia,1,2,Bachelors/Family,2
488,2,8000,460,Ground out of 2,2,Majarhati,1,1,Bachelors,1
489,2,8000,530,2 out of 3,1,Baghajatin,1,2,Family,1
490,2,13000,650,Ground out of 4,2,Lake Gardens,1,2,Bachelors/Family,2
491,2,20000,700,Ground out of 1,2,Salt Lake City Sector 2,1,2,Bachelors,2
492,2,6000,400,2 out of 3,1,"Baishnabghata Patuli Township, Patuli",1,1,Bachelors/Family,1
493,2,12000,1000,Ground out of 2,1,"Picnic Garden, Tiljala",1,1,Bachelors/Family,2
494,1,10000,400,Ground out of 2,2,"New Garia, Garia",1,2,Bachelors,1
495,2,14000,700,Ground out of 3,2,Santoshpur,1,1,Bachelors,2
496,2,10000,850,1 out of 4,2,Baranagar,1,2,Bachelors,2
497,2,10500,558,3 out of 3,2,Tollygunge,1,1,Bachelors/Family,2
498,2,6000,800,3 out of 4,1,Thakurpukur,1,1,Bachelors/Family,1
499,2,12000,900,1 out of 2,2,"Bansdroni Mauza, Krishnanagar",1,1,Bachelors/Family,2
500,3,14000,1600,1 out of 3,1,Ramrajatala,1,2,Bachelors/Family,2
501,1,3700,150,1 out of 5,2,Lake Gardens,1,1,Bachelors,1
502,3,40000,1600,Ground out of 3,2,Salt Lake City Sector 2,1,1,Bachelors,2
503,3,25000,1000,2 out of 4,1,Rash Behari Avenue Connector,1,1,Bachelors/Family,1
504,1,2200,700,1 out of 3,1,Baranagar,1,1,Bachelors/Family,1
505,1,3300,175,Ground out of 2,1,New Town,1,1,Bachelors/Family,1
506,1,5000,450,Ground out of 1,1,"Siriti, Tollygunge",1,2,Bachelors/Family,1
507,3,60000,1700,1 out of 3,2,Salt Lake City,1,2,Bachelors,3
508,2,6000,425,2 out of 3,2,Nimta,1,1,Bachelors/Family,1
509,3,7000,900,1 out of 2,1,"Michael Nagar, New Barrakpur",1,2,Bachelors/Family,3
510,1,5000,400,4 out of 4,2,Keshtopur,1,1,Bachelors/Family,1
511,2,11000,600,Ground out of 2,1,Beliaghata,1,1,Bachelors/Family,1
512,2,10000,721,3 out of 4,1,Belgharia Nimta,1,2,Bachelors/Family,2
513,3,22000,1150,1 out of 2,2,Salt Lake City Sector 2,1,1,Bachelors/Family,2
514,3,65000,2210,Ground out of 2,2,"Vedic Village, Rajarhat",1,1,Bachelors/Family,3
515,2,7500,675,Ground out of 2,1,Dum Dum,1,1,Bachelors/Family,1
516,2,45000,1320,Lower Basement out of 2,1,Ballygunge,1,2,Bachelors/Family,2
517,1,5000,250,Ground out of 2,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
518,2,12000,720,Ground out of 1,1,Shyam Bazar,1,1,Bachelors,2
519,3,18000,850,1 out of 1,2,"Sangati Colony, Netaji Nagar",1,2,Bachelors/Family,3
520,2,25000,1050,1 out of 1,2,"Sahapur, New Alipore",1,1,Bachelors/Family,2
521,1,25000,320,2 out of 7,1,"Shaheen Apartment, Andheri West",2,2,Bachelors/Family,1
522,2,70000,750,4 out of 10,2,Santacruz West,2,2,Bachelors/Family,2
523,1,45000,450,7 out of 10,2,"Rose Queen, Old Khar",2,2,Bachelors/Family,1
524,3,75000,1100,2 out of 13,2,"Sabari Palm View, Chembur",2,1,Family,3
525,1,14000,640,6 out of 7,1,Mira Road,2,2,Bachelors/Family,1
526,1,60000,650,4 out of 7,1,"Siddhivinayak, Bandra West",2,1,Bachelors,1
527,2,160000,800,14 out of 14,2,parivar safalya chs,2,1,Bachelors/Family,2
528,4,300000,1600,43 out of 78,2,"Trump Tower, Worli",2,2,Bachelors/Family,5
529,1,22000,460,2 out of 8,1,Sion,2,1,Bachelors/Family,1
530,4,130000,1650,13 out of 18,2,"Ajmera Bhakti Park, Bhakti Park",2,2,Bachelors/Family,4
531,1,33000,480,2 out of 4,2,Sion Hospital Colony,2,2,Bachelors,2
532,1,32000,500,1 out of 4,2,Sion,2,2,Bachelors,2
533,1,30000,490,2 out of 4,2,"Sion East, Sion",2,2,Bachelors,2
534,1,49000,620,2 out of 3,1,"Sai Palace Apartment, Vile Parle West",2,2,Bachelors/Family,1
535,2,28000,518,5 out of 12,2,Bhandup West,2,2,Bachelors/Family,2
536,2,33500,700,4 out of 7,2,"Yogi Hills, Mulund West",2,2,Bachelors/Family,2
537,2,85000,777,18 out of 24,2,"Hiranandani Castle Rock, Powai",2,2,Bachelors/Family,2
538,2,35000,650,6 out of 7,2,Charkop,2,1,Family,2
539,3,270000,1800,3 out of 7,2,Bandra West,2,2,Bachelors/Family,4
540,1,21000,425,11 out of 21,2,"Godrej Tranquil, Kandivali East",2,1,Bachelors/Family,2
541,2,150000,890,7 out of 19,2,Cuffe Parade,2,1,Bachelors,2
542,1,22000,270,14 out of 23,1,Mahim West,2,1,Bachelors/Family,1
543,2,100000,850,4 out of 7,2,Prabhadevi,2,2,Bachelors,2
544,2,60000,888,9 out of 20,2,"Shapoorji Pallonji Vicinia, Chandivali",2,2,Bachelors/Family,2
545,2,8000,650,Upper Basement out of 9,2,"Nakoda Heights, Nalasopara",2,2,Family,2
546,1,20000,275,19 out of 24,2,Worli,2,1,Bachelors,1
547,2,20000,700,3 out of 21,2,"Man Opus, Kashimira",2,2,Family,2
548,1,25000,375,1 out of 22,1,Lal Baug,2,1,Bachelors/Family,1
549,1,14000,424,3 out of 7,1,Malad East,2,2,Bachelors/Family,1
550,1,19411,400,8 out of 8,1,Goregaon West,2,2,Bachelors/Family,2
551,1,23000,450,6 out of 12,2,"Dheeraj Hill View Tower, Thakur Village, Kandivali East",2,2,Bachelors/Family,1
552,4,190000,2079,4 out of 58,2,"Bombay Dyeing Two ICC, Dadar East",2,2,Bachelors/Family,5
553,2,32000,586,Ground out of 4,1,"Everard Nagar Co Operative Housing Society, Sion East",2,2,Bachelors/Family,1
554,2,68000,610,1 out of 5,2,shivsagar,2,2,Bachelors/Family,2
555,1,30000,488,Upper Basement out of 16,2,"Kyraa Ariso Apartment, Chembur",2,2,Bachelors/Family,2
556,3,110000,1200,60 out of 66,2,"Lodha Azzuro , Parel",2,2,Bachelors/Family,3
557,2,44000,722,34 out of 48,2,"Sheth Montana, Mulund West",2,2,Bachelors/Family,2
558,1,20000,450,5 out of 8,2,"Gokul Regency Apartment, Thakur Complex",2,1,Bachelors/Family,1
559,1,25000,500,2 out of 8,1,Ghatkopar West,2,2,Bachelors/Family,2
560,2,40000,680,5 out of 14,2,"NG Royal Park, Kanjurmarg East",2,2,Bachelors,2
561,2,43000,1150,14 out of 40,2,"Montana Giona, Moti Nagar",2,1,Bachelors/Family,2
562,2,44000,830,2 out of 2,2,"Sapphire Heights, Lokhandwala Twp",2,2,Bachelors,2
563,1,75000,550,5 out of 7,2,Bandra West,2,2,Bachelors/Family,1
564,1,32000,470,6 out of 7,2,Central Area,2,2,Family,2
565,1,16000,410,9 out of 22,2,Mira Bhayandar,2,2,Family,2
566,2,65000,710,11 out of 14,2,"Ajmera Bhakti Park, Bhakti Park",2,2,Bachelors/Family,2
567,2,45000,750,12 out of 18,2,"Ajmera Bhakti Park, Bhakti Park",2,2,Bachelors/Family,2
568,2,57000,800,6 out of 7,2,Chembur,2,1,Bachelors/Family,2
569,1,27000,435,3 out of 7,2,Film City Road,2,1,Bachelors/Family,2
570,1,57000,500,26 out of 44,2,"Lodha New Cuffe Parade, Wadala",2,2,Bachelors/Family,1
571,2,55000,800,1 out of 8,2,"Evershine Grandeur, Mindspace",2,2,Bachelors/Family,2
572,1,40000,540,2 out of 4,2,Vile Parle East,2,2,Family,2
573,2,95000,1050,25 out of 42,2,"Lodha New Cuffe Parade, Wadala East",2,1,Bachelors/Family,2
574,2,85000,700,25 out of 41,2,"Lodha New Cuffe Parade, Wadala",2,2,Bachelors/Family,2
575,4,300000,1600,53 out of 78,2,"Trump Tower, Worli",2,2,Bachelors/Family,4
576,2,80000,600,2 out of 5,2,Breach Candy,2,2,Bachelors/Family,1
577,1,13000,300,Ground out of 7,1,Malad West,2,1,Bachelors/Family,2
578,1,28000,550,3 out of 4,2,"Ambika Siddhi Apartment, Ghatkopar",2,1,Bachelors,2
579,3,89000,932,14 out of 20,2,Powai,2,2,Bachelors/Family,3
580,1,28000,450,13 out of 20,2,Dina Bama Estate,2,1,Bachelors/Family,2
581,2,13000,600,2 out of 4,2,Mira Road,2,1,Bachelors/Family,2
582,1,24000,424,16 out of 23,2,"Sethia Kalpavruksh Heights, Irani Wada",2,1,Bachelors/Family,2
583,2,38000,560,Ground out of 3,2,Andheri East,2,2,Bachelors,2
584,1,32000,450,10 out of 18,2,Goregaon West,2,1,Bachelors,2
585,4,350000,3000,39 out of 60,2,"Lodha World Crest, Lower Parel",2,2,Bachelors/Family,5
586,1,40000,600,3 out of 7,2,Lokhandwala Complex,2,2,Family,2
587,3,150000,1400,16 out of 21,2,darshan ricco Tower,2,2,Bachelors,3
588,2,45000,630,10 out of 32,2,Kanjurmarg West,2,1,Bachelors,2
589,3,170000,1400,4 out of 8,2,Khar West,2,1,Bachelors/Family,3
590,1,30000,320,12 out of 24,1,Worli,2,2,Family,1
591,2,210000,1000,4 out of 8,2,Bandra West,2,1,Bachelors,2
592,3,75000,1150,32 out of 41,2,"Kanakia Levels, Malad East",2,1,Bachelors/Family,3
593,2,47000,751,3 out of 30,2,"Kalpataru Towers, Akurli Nagar",2,2,Family,2
594,2,14000,570,4 out of 7,2,"Kailash Tower, Nalasopara",2,2,Family,2
595,2,55000,696,13 out of 21,2,Chandivali,2,2,Bachelors/Family,2
596,4,120000,1600,9 out of 29,2,"Anant Bhoomi, Mahavir Nagar",2,1,Family,4
597,3,300000,2500,47 out of 89,2,"India Bulls Sky Forest, Lower Parel",2,2,Bachelors,3
598,3,70000,1150,7 out of 41,2,"Kanakia Levels, Malad East",2,1,Bachelors/Family,3
599,3,150000,1500,7 out of 10,2,"Almeida Park, Turner Road",2,2,Bachelors/Family,4
600,3,62000,950,6 out of 7,2,Bhakti Park,2,2,Bachelors/Family,3
601,2,42000,750,11 out of 21,2,"RNA ROYALE PARK, Kandivali West",2,1,Bachelors,2
602,2,130000,715,5 out of 10,2,Bandra West,2,2,Bachelors/Family,2
603,3,170000,1337,28 out of 30,2,"Oberoi Splendor Grande, Agarkar Chowk",2,2,Bachelors/Family,3
604,3,20000,737,13 out of 15,2,"Ekta Parksville, Virar West",2,2,Bachelors,3
605,2,41000,750,6 out of 21,2,"RNA ROYALE PARK, Kandivali West",2,1,Bachelors,2
606,2,65000,760,4 out of 7,2,Prabhadevi,2,2,Bachelors/Family,2
607,2,50000,750,8 out of 16,2,"Green Park Apartment, Millat Nagar",2,2,Bachelors/Family,2
608,2,85000,650,2 out of 6,2,Breach Candy,2,2,Bachelors,2
609,2,50000,1000,4 out of 7,1,Ghatkopar East,2,2,Bachelors/Family,2
610,1,30000,570,Ground out of 3,2,Kurla West,2,1,Bachelors/Family,1
611,2,120000,900,5 out of 19,2,"Beach Towers, Prabhadevi",2,2,Family,2
612,2,60000,760,3 out of 11,2,"Kolte Patil Jai Vijay, New Airport Colony",2,1,Family,2
613,3,110000,1500,17 out of 42,2,"Lodha New Cuffe Parade, Bhakti Park",2,1,Bachelors/Family,4
614,3,84500,1150,10 out of 12,2,Chembur East,2,1,Family,3
615,3,80000,1100,8 out of 28,2,"HDIL Metropolis, 4 Bunglows",2,2,Family,3
616,3,50000,1000,9 out of 15,2,"Heena Gaurav Jewels, Gokuldham",2,2,Bachelors/Family,3
617,2,40000,720,14 out of 22,2,shabri shan,2,1,Bachelors,2
618,1,34000,365,18 out of 40,2,Malad East,2,2,Family,1
619,4,220000,2000,9 out of 17,2,Juhu Tara,2,2,Bachelors/Family,4
620,1,25000,400,2 out of 13,2,"Mindspace, Mindspace",2,1,Bachelors/Family,1
621,3,150000,1330,12 out of 45,2,"Oberoi Esquire, Goregaon East",2,2,Bachelors/Family,4
622,3,85000,850,25 out of 35,2,"Oberoi Woods, Goregaon East",2,2,Family,3
623,4,180000,2000,4 out of 14,2,"Vertical Bliss, Bandra West",2,2,Bachelors/Family,5
624,2,40000,700,2 out of 6,2,Sher E Punjab Society,2,2,Bachelors/Family,2
625,2,50000,900,7 out of 15,2,Oshiwara,2,2,Bachelors,2
626,2,38000,650,10 out of 16,2,"Nirmal Lifestyle, LBS Marg",2,2,Family,2
627,4,310000,2600,Upper Basement out of 20,2,Lokhandwala Complex,2,1,Family,4
628,2,50000,680,5 out of 14,2,Chembur,2,1,Bachelors/Family,2
629,3,65000,950,Upper Basement out of 9,2,Tilak Nagar - Harbour Line,2,2,Bachelors/Family,3
630,4,210000,1783,5 out of 20,2,GREEN PARK,2,2,Bachelors/Family,3
631,3,150000,1330,Upper Basement out of 40,2,Lodha Ajuro tower lalbag,2,1,Bachelors/Family,3
632,1,32000,565,1 out of 8,1,"Lake Bloom, Powai",2,1,Bachelors/Family,2
633,1,26000,450,4 out of 8,2,Kalina,2,1,Bachelors/Family,1
634,2,60000,710,5 out of 18,2,"Bhakti Park, Bhakti Park",2,2,Bachelors/Family,2
635,3,190000,1514,34 out of 58,2,"Bombay Dyeing Two ICC, Dadar East",2,2,Bachelors/Family,4
636,3,100000,1080,5 out of 8,2,Santacruz West,2,1,Bachelors/Family,3
637,2,35000,700,5 out of 8,2,"MUKTA MAHEK, Thakur Complex",2,1,Family,2
638,3,68000,890,11 out of 19,2,"Kanakia Rainforest, Marol",2,1,Bachelors/Family,2
639,3,150000,1250,5 out of 8,2,Bandra West,2,2,Bachelors/Family,3
640,1,18000,300,4 out of 6,1,Vile Parle West,2,2,Bachelors/Family,1
641,2,55000,720,5 out of 7,2,"Dheeraj Swapna Apartment, Pali Hill",2,1,Bachelors/Family,2
642,3,65000,825,20 out of 22,2,Lokhandwala Complex,2,2,Family,3
643,2,80000,500,1 out of 5,2,Vile Parle East,2,2,Bachelors/Family,2
644,2,53000,750,12 out of 19,2,"Lake Florence, Powai",2,2,Bachelors/Family,2
645,2,80000,750,15 out of 18,2,Bandra West,2,2,Bachelors/Family,2
646,1,18000,360,3 out of 7,2,"Anita, Lokhandwala Twp",2,2,Bachelors/Family,1
